name,price,descrption_link,img_link,jumia_express,old_price,decrease_percentage,n_stars,n_votes,main_category
Generic Tempered Glass Clear Full HD Screen Protector Cover Protective Film Guard for Sony PlayStation Psvita PS Vita PSV 1000 Console,1 345 FCFA,https://www.jumia.sn/generic-tempered-glass-clear-full-hd-screen-protector-cover-protective-film-guard-for-sony-playstation-psvita-ps-vita-psv-1000-console-1121018.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/01211/1.jpg?5686,False,2 637 FCFA,49%,,,Jeux vidéos & Consoles
Sony Manette PS4 DUALSHOCK 4 - Noir,10 300 FCFA,https://www.jumia.sn/sony-manette-ps4-dualshock-4-noir-9998553.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/58999/1.jpg?1401,False,20 000 FCFA,49%,3 out of 5,(1),Jeux vidéos & Consoles
Ea Fifa 22 - Jeu PS5,28 900 FCFA,https://www.jumia.sn/fifa-22-jeu-ps5-ea-mpg31452.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/34439/1.jpg?0405,False,75 000 FCFA,61%,4.7 out of 5,(3),Jeux vidéos & Consoles
SONY PLAYSTATON Manette PlayStation 5 officielle DualSense - PS5 - Bicolore,44 900 FCFA,https://www.jumia.sn/sony-playstaton-manette-playstation-5-officielle-dualsense-ps5-bicolore-8837645.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/67388/1.jpg?7943,False,75 000 FCFA,40%,5 out of 5,(1),Jeux vidéos & Consoles
Generic Jeux Console de jeu rétro Console de Jeux 500 en 1 .,6 999 FCFA,https://www.jumia.sn/generic-jeux-console-de-jeu-retro-console-de-jeux-500-en-1-.-10021810.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/812001/1.jpg?5731,False,25 000 FCFA,72%,,,Jeux vidéos & Consoles
Sony MANETTE DUALSHOCK 4 PS4,9 900 FCFA,https://www.jumia.sn/manette-ps4-dualshock-4-noir-sony-mpg37900.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/41979/1.jpg?5825,False,24 000 FCFA,59%,3.5 out of 5,(51),Jeux vidéos & Consoles
Sony Manette PS4 DualShock 4 - Noir,45 000 FCFA,https://www.jumia.sn/sony-manette-ps4-dualshock-4-noir-14581.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/541/1.jpg?0846,False,,,,,Jeux vidéos & Consoles
Generic Jeux Console de jeu rétro de jeu portable Plus de 500 jeux multicolore,6 999 FCFA,https://www.jumia.sn/generic-jeux-console-de-jeu-retro-de-jeu-portable-plus-de-500-jeux-multicolore-9804843.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/84089/1.jpg?6836,False,25 000 FCFA,72%,,,Jeux vidéos & Consoles
Sony Manette PS3 DUALSHOCK3 - Noir,4 200 FCFA,https://www.jumia.sn/sony-manette-ps3-dualshock3-noir-9977648.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/67799/1.jpg?4454,False,8 500 FCFA,51%,,,Jeux vidéos & Consoles
TAKE 2 NBA 2K22 Playstation 4 - Jeu PS4 Basket-Ball,19 900 FCFA,https://www.jumia.sn/take-2-nba-2k22-playstation-4-jeu-ps4-basket-ball-8866258.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/26688/1.jpg?8151,False,60 000 FCFA,67%,3.5 out of 5,(2),Jeux vidéos & Consoles
Konami CD Jeu PS4 Football 2020 - Bleu,45 000 FCFA,https://www.jumia.sn/cd-jeu-ps4-football-2020-bleu-konami-mpg36763.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/28629/1.jpg?8036,False,,,5 out of 5,(3),Jeux vidéos & Consoles
"Sony PS5 Console Sony PlayStation 5 - Standard Edition, 825GB SSD, 4K/8K, HDR (Avec lecteur Bluray)",589 000 FCFA,https://www.jumia.sn/ps5-console-sony-playstation-5-standard-edition-825gb-ssd-4k8k-hdr-avec-lecteur-bluray-sony-mpg45833.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/86629/1.jpg?3674,False,620 000 FCFA,5%,5 out of 5,(2),Jeux vidéos & Consoles
EA Sports FIFA 22 Ps4,45 000 FCFA,https://www.jumia.sn/fifa-22-ps4-ea-sports-mpg31447.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/93379/1.jpg?4718,False,78 000 FCFA,42%,4.5 out of 5,(10),Jeux vidéos & Consoles
Nintendo Paper Mario : The Origami King - Nintendo Switch,14 900 FCFA,https://www.jumia.sn/nintendo-paper-mario-the-origami-king-nintendo-switch-5026283.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/26205/1.jpg?4359,False,45 000 FCFA,67%,5 out of 5,(1),Jeux vidéos & Consoles
Sony Manette Playstation 3 Dual Shock - Noir,9 000 FCFA,https://www.jumia.sn/manette-playstation-3-dual-shock-noir-sony-mpg5488.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/12016/1.jpg?4950,False,,,,,Jeux vidéos & Consoles
"EA Sports FIFA 22 Édition standard - PlayStation 4, PlayStation 5 - Français Ps4 - Ps5",23 900 FCFA,https://www.jumia.sn/ea-sports-fifa-22-edition-standard-playstation-4-playstation-5-francais-ps4-ps5-6101255.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/21016/1.jpg?4336,False,60 000 FCFA,60%,4.7 out of 5,(7),Jeux vidéos & Consoles
Generic Jeux Console de jeu rétro Console de Jeux 500 en 1,7 999 FCFA,https://www.jumia.sn/generic-jeux-console-de-jeu-retro-console-de-jeux-500-en-1-9973952.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/93799/1.jpg?8684,False,25 000 FCFA,68%,1 out of 5,(1),Jeux vidéos & Consoles
Sony PS5 Console Sony PlayStation 5 + 2éme Manette Dualsense Bleu + FIFA 22,689 000 FCFA,https://www.jumia.sn/sony-ps5-console-sony-playstation-5-2eme-manette-dualsense-bleu-fifa-22-9980353.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/30899/1.jpg?9553,False,800 000 FCFA,14%,,,Jeux vidéos & Consoles
Cuisine Lol Surprise,25 000 FCFA,https://www.jumia.sn/cuisine-lol-surprise-9731027.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/01379/1.jpg?0507,False,,,,,Jeux vidéos & Consoles
Sony PlayStation Konami eFootball PES 2020 - PS4,14 900 FCFA,https://www.jumia.sn/konami-efootball-pes-2020-ps4-sony-playstation-mpg37910.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/09639/1.jpg?8490,False,,,1 out of 5,(1),Jeux vidéos & Consoles
EA Sports FIFA 22 PS5,25 000 FCFA,https://www.jumia.sn/ea-sports-fifa-22-ps5-9478598.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/58749/1.jpg?2101,False,49 000 FCFA,49%,2.5 out of 5,(2),Jeux vidéos & Consoles
TOYS Valisette Happy Tool Car,10 500 FCFA,https://www.jumia.sn/toys-valisette-happy-tool-car-9731025.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/01379/1.jpg?0507,False,25 000 FCFA,58%,,,Jeux vidéos & Consoles
Generic Jeux Console de jeu rétro Console de Jeux 500 en 1 .,8 600 FCFA,https://www.jumia.sn/generic-jeux-console-de-jeu-retro-console-de-jeux-500-en-1-.-9993143.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/13999/1.jpg?2865,False,25 000 FCFA,66%,,,Jeux vidéos & Consoles
Sony MANETTE DUALSHOCK 4 PS4 NOIR,10 225 FCFA,https://www.jumia.sn/sony-manette-dualshock-4-ps4-noir-9998890.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/88999/1.jpg?6913,False,24 000 FCFA,57%,,,Jeux vidéos & Consoles
Sony Manette PS2 DUALSHOCK2 - Noir,3 050 FCFA,https://www.jumia.sn/sony-manette-ps2-dualshock2-noir-10028409.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/482001/1.jpg?3141,False,8 500 FCFA,64%,,,Jeux vidéos & Consoles
Nintendo Console Nintendo Switch Lite - Corail,169 000 FCFA,https://www.jumia.sn/nintendo-console-nintendo-switch-lite-corail-9195639.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/65919/1.jpg?0731,False,200 000 FCFA,16%,,,Jeux vidéos & Consoles
Sony Marvel’s Spider-Man: Miles Morales - Jeu PS5,34 900 FCFA,https://www.jumia.sn/sony-marvels-spider-man-miles-morales-jeu-ps5-6078355.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/38706/1.jpg?8471,False,60 000 FCFA,42%,,,Jeux vidéos & Consoles
Doctor Baby Poupée Doctor - Doctor - 7 pièces,6 500 FCFA,https://www.jumia.sn/poupee-doctor-doctor-7-pieces-doctor-baby-mpg31430.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/83779/1.jpg?9228,False,15 000 FCFA,57%,,,Jeux vidéos & Consoles
Ea Fifa 22 - Jeu Xbox One,29 900 FCFA,https://www.jumia.sn/ea-fifa-22-jeu-xbox-one-9344384.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/34439/1.jpg?7470,False,60 000 FCFA,50%,,,Jeux vidéos & Consoles
UBISOFT Tom clancy's Ghost Recon Breakpoint Playstation 4 - Français - Jeux Ps4,12 900 FCFA,https://www.jumia.sn/ubisoft-tom-clancys-ghost-recon-breakpoint-playstation-4-francais-jeux-ps4-9277955.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/97729/1.jpg?2277,False,60 000 FCFA,79%,1 out of 5,(1),Jeux vidéos & Consoles
EA Sports FIFA 22 Édition standard - Xbox One - Français,24 900 FCFA,https://www.jumia.sn/ea-sports-fifa-22-edition-standard-xbox-one-francais-6101256.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/21016/1.jpg?8895,False,60 000 FCFA,59%,4 out of 5,(1),Jeux vidéos & Consoles
"Dobe 2 paires de boutons d'épaule pour manette PS5 et 2 paires de boutons directionnel et analogue, rallonges de déclencheur de pare-chocs",3 000 FCFA,https://www.jumia.sn/dobe-2-paires-de-boutons-depaule-pour-manette-ps5-et-2-paires-de-boutons-directionnel-et-analogue-rallonges-de-declencheur-de-pare-chocs-9926572.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/56299/1.jpg?1054,False,5 000 FCFA,40%,5 out of 5,(1),Jeux vidéos & Consoles
Sony MANETTE PS2 DUALSHOCK2 PLAYSTATION2,2 880 FCFA,https://www.jumia.sn/sony-manette-ps2-dualshock2-playstation2-9794986.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/94979/1.jpg?7878,False,6 000 FCFA,52%,,,Jeux vidéos & Consoles
Cuisine Lol Surprise de cuisine,18 500 FCFA,https://www.jumia.sn/cuisine-lol-surprise-de-cuisine-9791310.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/31979/1.jpg?2267,False,30 000 FCFA,38%,,,Jeux vidéos & Consoles
Generic Game Host Charging Stand Holder for Switch Lite(Mint Green),3 205 FCFA,https://www.jumia.sn/generic-game-host-charging-stand-holder-for-switch-litemint-green-1120990.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/90211/1.jpg?5685,False,6 284 FCFA,49%,,,Jeux vidéos & Consoles
XBOX Manette USB Xbox 360,7 900 FCFA,https://www.jumia.sn/xbox-manette-usb-xbox-360-9795811.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/85979/1.jpg?6817,False,34 900 FCFA,77%,4 out of 5,(5),Jeux vidéos & Consoles
2K Games NBA 2K22 - Jeu PS5,24 000 FCFA,https://www.jumia.sn/2k-games-nba-2k22-jeu-ps5-9959963.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/99599/1.jpg?6331,False,35 000 FCFA,31%,,,Jeux vidéos & Consoles
